CUI	preferred_text	alias_text	AUI	STT	ISPREF	SAB	TTY
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Gentian violet	A4741341	VC	N	SNOMEDCT_US	IS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Gentian violet	A4741342	VC	N	SNOMEDCT_US	IS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Gentian violet	A2931925	VC	Y	SNOMEDCT_US	PT
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Crystal violet	A23043808	VC	N	SNOMEDCT_US	OAS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Crystal violet	A30209830	VC	N	SNOMEDCT_US	IS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Crystal violet	A2927972	VC	Y	SNOMEDCT_US	SY
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methyl violet	A22952866	VC	Y	SNOMEDCT_US	OAS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosaniline chloride	A28899940	VC	N	SNOMEDCT_US	IS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosaniline chloride	A3044803	VC	Y	SNOMEDCT_US	SY
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosanilium chloride	A29519276	PF	N	SNOMEDCT_US	OP
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methyl violet stain	A22829469	PF	Y	SNOMEDCT_US	OAP
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosanilinium chloride-containing product	A30205745	PF	Y	SNOMEDCT_US	SY
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Product containing methylrosanilinium chloride	A30251829	VCW	Y	SNOMEDCT_US	IS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Product containing methylrosanilinium chloride (medicinal product)	A28903607	PF	Y	SNOMEDCT_US	FN
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosanilinium chloride product	A30222703	PF	Y	SNOMEDCT_US	OP
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosanilinium chloride (substance)	A29563249	PF	Y	SNOMEDCT_US	FN
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Gentian violet-containing product	A30205744	PF	Y	SNOMEDCT_US	PT
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Basic violet 3	A30249626	PF	N	SNOMEDCT_US	IS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Basic violet 3	A3799336	PF	Y	SNOMEDCT_US	SY
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosanilinium chloride	A28895770	PF	N	SNOMEDCT_US	OP
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosanilinium chloride	A5008463	PF	N	SNOMEDCT_US	IS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosanilinium chloride	A5008464	PF	N	SNOMEDCT_US	IS
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methylrosanilinium chloride	A13019482	PF	Y	SNOMEDCT_US	PTGB
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Gentian violet product	A30252691	PF	Y	SNOMEDCT_US	OP
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Gentian violet (product)	A28889049	VO	Y	SNOMEDCT_US	OF
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Gentian violet (substance)	A29493326	PF	N	SNOMEDCT_US	OF
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Gentian violet (substance)	A4992038	PF	Y	SNOMEDCT_US	OF
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Crystal violet stain (substance)	A22964546	PF	Y	SNOMEDCT_US	OAF
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Crystal violet stain	A23035635	VC	Y	SNOMEDCT_US	OAP
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methyl violet stain (substance)	A23003965	PF	Y	SNOMEDCT_US	OAF
C0017440	Product containing methylrosanilinium chloride (medicinal product)	Methyl violet 10B stain	A13010309	PF	Y	SNOMEDCT_US	SY
C0017542	Giemsa stain (substance)	Giemsa stain	A2932010	PF	N	SNOMEDCT_US	PT
C0017542	Giemsa stain (substance)	Giemsa stain (substance)	A3476606	PF	Y	SNOMEDCT_US	FN
C0017542	Giemsa stain (substance)	Giemsa	A3899995	PF	Y	SNOMEDCT_US	SY
C0017626	Glial fibrillary acidic protein (substance)	Glial fibrillary acidic protein	A2932066	VC	Y	SNOMEDCT_US	PT
C0017626	Glial fibrillary acidic protein (substance)	GFAP	A2931669	PF	Y	SNOMEDCT_US	SY
C0017626	Glial fibrillary acidic protein (substance)	Glial fibrillary acidic protein (substance)	A3477420	PF	Y	SNOMEDCT_US	FN
C0017687	Product containing glucagon (medicinal product)	Glucagon	A2881999	PF	N	SNOMEDCT_US	PT
C0017687	Product containing glucagon (medicinal product)	Glucagon	A29556089	PF	N	SNOMEDCT_US	OP
C0017687	Product containing glucagon (medicinal product)	Glucagon, NOS	A4781924	VO	N	SNOMEDCT_US	IS
C0017687	Product containing glucagon (medicinal product)	Hyperglycemic-glycogenolytic factor preparation	A4783331	PF	N	SNOMEDCT_US	IS
C0017687	Product containing glucagon (medicinal product)	Hyperglycaemic-glycogenolytic factor preparation	A4822522	VO	N	SNOMEDCT_US	IS
C0017687	Product containing glucagon (medicinal product)	Glucagon preparation	A13365474	PF	N	SNOMEDCT_US	IS
C0017687	Product containing glucagon (medicinal product)	Glucagon product	A28882373	PF	N	SNOMEDCT_US	OP
C0017687	Product containing glucagon (medicinal product)	Glucagon-containing product	A30245239	PF	Y	SNOMEDCT_US	PT
C0017687	Product containing glucagon (medicinal product)	Product containing glucagon	A30241755	VCW	Y	SNOMEDCT_US	IS
C0017687	Product containing glucagon (medicinal product)	Product containing glucagon (medicinal product)	A28890229	PF	Y	SNOMEDCT_US	FN
C0017687	Product containing glucagon (medicinal product)	Hyperglycemic-glycogenolytic factor product	A28880153	PF	Y	SNOMEDCT_US	IS
C0017687	Product containing glucagon (medicinal product)	Hyperglycaemic-glycogenolytic factor product	A28884716	VO	Y	SNOMEDCT_US	IS
C0017687	Product containing glucagon (medicinal product)	Glucagon preparation (substance)	A4992408	PF	Y	SNOMEDCT_US	OF
C0017687	Product containing glucagon (medicinal product)	Glucagon product (product)	A28897807	PF	Y	SNOMEDCT_US	OF
C0017687	Product containing glucagon (medicinal product)	Glucagon (substance)	A3477775	PF	Y	SNOMEDCT_US	FN
C0017801	Glutamate-ammonia ligase (substance)	Glutamate-ammonia ligase	A2932160	VC	Y	SNOMEDCT_US	PT
C0017801	Glutamate-ammonia ligase (substance)	Glutamine synthetase	A2932164	VC	Y	SNOMEDCT_US	SY
C0017801	Glutamate-ammonia ligase (substance)	Glutamate-ammonia ligase (substance)	A3478191	PF	Y	SNOMEDCT_US	FN
C0017955	Glycophorin A (substance)	Glycophorin A	A2882030	PF	N	SNOMEDCT_US	PT
C0017955	Glycophorin A (substance)	Glycophorin-A	A3026327	VO	Y	SNOMEDCT_US	SY
C0017955	Glycophorin A (substance)	Red cell marker	A3063506	PF	Y	SNOMEDCT_US	SY
C0017955	Glycophorin A (substance)	Glycophorin A (substance)	A3478892	PF	Y	SNOMEDCT_US	FN
C0019016	Hemoglobin A (substance)	Hemoglobin A	A22830128	PF	N	SNOMEDCT_US	OAS
C0019016	Hemoglobin A (substance)	Hemoglobin A	A2882296	PF	N	SNOMEDCT_US	PT
C0019016	Hemoglobin A (substance)	Haemoglobin A	A23052351	VO	N	SNOMEDCT_US	OAS
C0019016	Hemoglobin A (substance)	Haemoglobin A	A30260094	VO	Y	SNOMEDCT_US	SY
C0019016	Hemoglobin A (substance)	Hb alpha2 beta2	A10863758	PF	Y	SNOMEDCT_US	MTH_SY
C0019016	Hemoglobin A (substance)	Hb A	A22981086	PF	N	SNOMEDCT_US	OAS
C0019016	Hemoglobin A (substance)	HbA	A3029081	PF	Y	SNOMEDCT_US	SY
C0019016	Hemoglobin A (substance)	Hb A - haemoglobin A	A30198858	PF	Y	SNOMEDCT_US	SY
C0019016	Hemoglobin A (substance)	Hb A - Haemoglobin A	A30240631	VC	N	SNOMEDCT_US	IS
C0019016	Hemoglobin A (substance)	Hb A - Hemoglobin A	A30250593	VO	N	SNOMEDCT_US	IS
C0019016	Hemoglobin A (substance)	Hb A - hemoglobin A	A30198857	VO	Y	SNOMEDCT_US	SY
C0019016	Hemoglobin A (substance)	Hb alpha>2< beta>2<	A3300695	PF	Y	SNOMEDCT_US	SY
C0019016	Hemoglobin A (substance)	Hb alpha<sub>2</sub> beta<sub>2</sub>	A10871505	PF	Y	SNOMEDCT_US	MTH_SY
C0019016	Hemoglobin A (substance)	Hemoglobin A (substance)	A3489746	PF	Y	SNOMEDCT_US	FN
C0020835	Immunoglobulin A (substance)	Immunoglobulin A	A22841579	PF	N	SNOMEDCT_US	OAP
C0020835	Immunoglobulin A (substance)	Immunoglobulin A	A22996796	PF	N	SNOMEDCT_US	OAS
C0020835	Immunoglobulin A (substance)	Immunoglobulin A	A23465195	PF	N	SNOMEDCT_US	PT
C0020835	Immunoglobulin A (substance)	Immunoglobulin A	A4822855	PF	N	SNOMEDCT_US	OF
C0020835	Immunoglobulin A (substance)	IgA	A22853885	PF	N	SNOMEDCT_US	OAS
C0020835	Immunoglobulin A (substance)	Immunoglobulin IgA, NOS	A4783768	PF	N	SNOMEDCT_US	IS
C0020835	Immunoglobulin A (substance)	Immunoglobulin IgA	A23463867	VO	N	SNOMEDCT_US	OP
C0020835	Immunoglobulin A (substance)	IgA - Immunoglobulin A	A3143886	PF	Y	SNOMEDCT_US	SY
C0020835	Immunoglobulin A (substance)	Immunoglobulin A (substance)	A23450173	PF	Y	SNOMEDCT_US	FN
C0020835	Immunoglobulin A (substance)	Immunoglobulin IgA (substance)	A23473608	PF	Y	SNOMEDCT_US	OF
C0020835	Immunoglobulin A (substance)	Immunoglobulin A (procedure)	A22938208	PF	Y	SNOMEDCT_US	OAF
C0020852	Immunoglobulin G (substance)	Immunoglobulin G	A22893472	PF	N	SNOMEDCT_US	OAS
C0020852	Immunoglobulin G (substance)	Immunoglobulin G	A23012587	PF	N	SNOMEDCT_US	OAS
C0020852	Immunoglobulin G (substance)	Immunoglobulin G	A23471010	PF	N	SNOMEDCT_US	PT
C0020852	Immunoglobulin G (substance)	IgG	A22845468	PF	N	SNOMEDCT_US	OAS
C0020852	Immunoglobulin G (substance)	IgG	A22949596	PF	N	SNOMEDCT_US	OAS
C0020852	Immunoglobulin G (substance)	Immunoglobulin IgG, NOS	A4783772	PF	N	SNOMEDCT_US	IS
C0020852	Immunoglobulin G (substance)	Immunoglobulin IgG	A23451949	VO	N	SNOMEDCT_US	OP
C0020852	Immunoglobulin G (substance)	Immunoglobulin G (substance)	A23458739	PF	Y	SNOMEDCT_US	FN
C0020852	Immunoglobulin G (substance)	Immunoglobulin IgG (substance)	A23469527	PF	Y	SNOMEDCT_US	OF
C0020861	Immunoglobulin M (substance)	Immunoglobulin M	A22973282	PF	N	SNOMEDCT_US	OAS
C0020861	Immunoglobulin M (substance)	Immunoglobulin M	A22996282	PF	N	SNOMEDCT_US	OAP
C0020861	Immunoglobulin M (substance)	Immunoglobulin M	A23469890	PF	N	SNOMEDCT_US	PT
C0020861	Immunoglobulin M (substance)	Immunoglobulin M	A4822858	PF	N	SNOMEDCT_US	OF
C0020861	Immunoglobulin M (substance)	IgM	A22814316	PF	N	SNOMEDCT_US	OAS
C0020861	Immunoglobulin M (substance)	IgM	A2882863	PF	N	SNOMEDCT_US	SY
C0020861	Immunoglobulin M (substance)	Immunoglobulin IgM, NOS	A4783774	PF	N	SNOMEDCT_US	IS
C0020861	Immunoglobulin M (substance)	Immunoglobulin IgM	A23448315	VO	N	SNOMEDCT_US	OP
C0020861	Immunoglobulin M (substance)	IgM - Immunoglobulin M	A3143909	PF	Y	SNOMEDCT_US	SY
C0020861	Immunoglobulin M (substance)	Immunoglobulin M (substance)	A23468241	PF	Y	SNOMEDCT_US	FN
C0020861	Immunoglobulin M (substance)	Immunoglobulin IgM (substance)	A23468239	PF	Y	SNOMEDCT_US	OF
C0020861	Immunoglobulin M (substance)	Immunoglobulin M (procedure)	A22846488	PF	Y	SNOMEDCT_US	OAF
C0021641	Product containing insulin (medicinal product)	Insulin	A2882988	PF	N	SNOMEDCT_US	PT
C0021641	Product containing insulin (medicinal product)	Insulin	A29530586	PF	N	SNOMEDCT_US	OP
C0021641	Product containing insulin (medicinal product)	Insulin preparation, NOS	A4784230	VO	N	SNOMEDCT_US	IS
C0021641	Product containing insulin (medicinal product)	Insulin preparation	A28882207	VO	Y	SNOMEDCT_US	IS
C0021641	Product containing insulin (medicinal product)	Regular insulin preparation	A4792631	PF	N	SNOMEDCT_US	IS
C0021641	Product containing insulin (medicinal product)	Unmodified insulin preparation	A4798361	PF	N	SNOMEDCT_US	IS
C0021641	Product containing insulin (medicinal product)	Insulin product	A28906780	PF	N	SNOMEDCT_US	OP
C0021641	Product containing insulin (medicinal product)	Regular insulin	A6947112	VCW	Y	SNOMEDCT_US	PT
C0021641	Product containing insulin (medicinal product)	Soluble insulin	A23022621	VC	N	SNOMEDCT_US	OAP
C0021641	Product containing insulin (medicinal product)	Insulin-containing product	A30215614	PF	Y	SNOMEDCT_US	PT
C0021641	Product containing insulin (medicinal product)	Product containing insulin	A30261773	VCW	Y	SNOMEDCT_US	IS
C0021641	Product containing insulin (medicinal product)	Product containing insulin (medicinal product)	A28883645	PF	Y	SNOMEDCT_US	FN
C0021641	Product containing insulin (medicinal product)	Insulin preparation (substance)	A5000630	PF	Y	SNOMEDCT_US	OF
C0021641	Product containing insulin (medicinal product)	Insulin product (product)	A28880132	PF	Y	SNOMEDCT_US	OF
C0021641	Product containing insulin (medicinal product)	Regular insulin product	A28893539	PF	Y	SNOMEDCT_US	IS
C0021641	Product containing insulin (medicinal product)	Unmodified insulin product	A28882383	PF	Y	SNOMEDCT_US	IS
C0021641	Product containing insulin (medicinal product)	Soluble insulin (substance)	A23047106	PF	Y	SNOMEDCT_US	OAF
C0021641	Product containing insulin (medicinal product)	Insulin (substance)	A3517467	PF	Y	SNOMEDCT_US	FN
C0021641	Product containing insulin (medicinal product)	Regular insulin (substance)	A6947111	PF	Y	SNOMEDCT_US	FN
C0021764	Interleukin (substance)	Interleukins	A22955567	PF	N	SNOMEDCT_US	OAP
C0021764	Interleukin (substance)	Interleukin	A2882998	VO	N	SNOMEDCT_US	PT
C0021764	Interleukin (substance)	Interleukin, NOS	A4784262	VO	N	SNOMEDCT_US	IS
C0021764	Interleukin (substance)	Interleukins (product)	A22995675	PF	Y	SNOMEDCT_US	OAF
C0021764	Interleukin (substance)	Interleukin (substance)	A3519889	PF	Y	SNOMEDCT_US	FN
C0021764	Interleukin (substance)	Interleukins (substance)	A5000915	VO	Y	SNOMEDCT_US	OF
C0021968	Product containing iodine (medicinal product)	Iodine	A28461126	PF	N	SNOMEDCT_US	IS
C0021968	Product containing iodine (medicinal product)	Iodine	A2883042	PF	N	SNOMEDCT_US	PT
C0021968	Product containing iodine (medicinal product)	Iodine, NOS	A4784410	VO	N	SNOMEDCT_US	IS
C0021968	Product containing iodine (medicinal product)	Iodine product	A29560052	PF	N	SNOMEDCT_US	OAP
C0021968	Product containing iodine (medicinal product)	Iodine product	A30232326	PF	N	SNOMEDCT_US	OP
C0021968	Product containing iodine (medicinal product)	Product containing iodine AND/OR iodine compound (medicinal product)	A29530464	PF	Y	SNOMEDCT_US	OAF
C0021968	Product containing iodine (medicinal product)	Product containing iodine AND/OR iodine compound	A29540839	PF	Y	SNOMEDCT_US	OAS
C0021968	Product containing iodine (medicinal product)	Product containing iodine (product)	A30252207	PF	Y	SNOMEDCT_US	OF
C0021968	Product containing iodine (medicinal product)	Iodine-containing product	A30255890	PF	Y	SNOMEDCT_US	PT
C0021968	Product containing iodine (medicinal product)	Product containing iodine	A30232325	VCW	Y	SNOMEDCT_US	IS
C0021968	Product containing iodine (medicinal product)	Product containing iodine (medicinal product)	A30216058	PF	Y	SNOMEDCT_US	FN
C0021968	Product containing iodine (medicinal product)	Iodine product (product)	A28459949	PF	Y	SNOMEDCT_US	OF
C0021968	Product containing iodine (medicinal product)	Iodine product (substance)	A5001436	PF	Y	SNOMEDCT_US	OF
C0021968	Product containing iodine (medicinal product)	Iodine (substance)	A3523195	PF	Y	SNOMEDCT_US	FN
C0023607	Pituitary luteinizing hormone (substance)	Luteinizing hormone	A23014431	VC	N	SNOMEDCT_US	OAP
C0023607	Pituitary luteinizing hormone (substance)	Luteinizing hormone	A2971931	VC	Y	SNOMEDCT_US	SY
C0023607	Pituitary luteinizing hormone (substance)	Luteinising hormone	A22843871	VO	N	SNOMEDCT_US	OAP
C0023607	Pituitary luteinizing hormone (substance)	Luteinising hormone	A3039768	VO	Y	SNOMEDCT_US	SYGB
C0023607	Pituitary luteinizing hormone (substance)	ICSH	A4712684	PF	N	SNOMEDCT_US	IS
C0023607	Pituitary luteinizing hormone (substance)	ICSH	A2882842	PF	Y	SNOMEDCT_US	SY
C0023607	Pituitary luteinizing hormone (substance)	LH	A2883492	PF	Y	SNOMEDCT_US	SY
C0023607	Pituitary luteinizing hormone (substance)	Luteotropin	A2883609	PF	Y	SNOMEDCT_US	SY
C0023607	Pituitary luteinizing hormone (substance)	Lutropin	A2883610	PF	N	SNOMEDCT_US	SY
C0023607	Pituitary luteinizing hormone (substance)	Pituitary interstitial cell stimulating hormone	A22817300	PF	N	SNOMEDCT_US	OAP
C0023607	Pituitary luteinizing hormone (substance)	Pituitary interstitial cell stimulating hormone	A3058425	PF	Y	SNOMEDCT_US	SY
C0023607	Pituitary luteinizing hormone (substance)	LH - Luteinizing hormone	A22990751	VC	N	SNOMEDCT_US	OAS
C0023607	Pituitary luteinizing hormone (substance)	LH - Luteinising hormone	A22931481	VO	N	SNOMEDCT_US	OAS
C0023607	Pituitary luteinizing hormone (substance)	Pituitary luteinizing hormone	A3058426	PF	Y	SNOMEDCT_US	PT
C0023607	Pituitary luteinizing hormone (substance)	Pituitary luteinising hormone	A3631625	VO	Y	SNOMEDCT_US	PTGB
C0023607	Pituitary luteinizing hormone (substance)	Pituitary interstitial cell stimulating hormone -RETIRED-	A15135314	PF	N	SNOMEDCT_US	IS
C0023607	Pituitary luteinizing hormone (substance)	Pituitary interstitial cell stimulating hormone -RETIRED-	A5021713	PF	Y	SNOMEDCT_US	OF
C0023607	Pituitary luteinizing hormone (substance)	Pituitary luteinizing hormone (substance)	A3631626	PF	Y	SNOMEDCT_US	FN
C0023607	Pituitary luteinizing hormone (substance)	Luteinizing hormone (substance)	A22908473	PF	Y	SNOMEDCT_US	OAF
C0023607	Pituitary luteinizing hormone (substance)	Pituitary interstitial cell stimulating hormone (substance)	A22922759	PF	Y	SNOMEDCT_US	OAF
C0023764	Product containing triacylglycerol lipase (medicinal product)	Lipase	A22808142	PF	N	SNOMEDCT_US	OAP
C0023764	Product containing triacylglycerol lipase (medicinal product)	Lipase	A2883522	PF	N	SNOMEDCT_US	SY
C0023764	Product containing triacylglycerol lipase (medicinal product)	Lipase	A29546056	PF	N	SNOMEDCT_US	OP
C0023764	Product containing triacylglycerol lipase (medicinal product)	Triacylglycerol lipase	A29556495	VC	N	SNOMEDCT_US	IS
C0023764	Product containing triacylglycerol lipase (medicinal product)	Triacylglycerol lipase	A3078578	VC	Y	SNOMEDCT_US	PT
C0023764	Product containing triacylglycerol lipase (medicinal product)	Triglyceride lipase	A3078977	VC	Y	SNOMEDCT_US	SY
C0023764	Product containing triacylglycerol lipase (medicinal product)	Tributyrase	A3078655	PF	Y	SNOMEDCT_US	SY
C0023764	Product containing triacylglycerol lipase (medicinal product)	Triacylglycerol lipase-containing product	A30245486	PF	Y	SNOMEDCT_US	PT
C0023764	Product containing triacylglycerol lipase (medicinal product)	Product containing triacylglycerol lipase	A30211916	VCW	Y	SNOMEDCT_US	IS
C0023764	Product containing triacylglycerol lipase (medicinal product)	Product containing triacylglycerol lipase (medicinal product)	A28881213	PF	Y	SNOMEDCT_US	FN
C0023764	Product containing triacylglycerol lipase (medicinal product)	Triacylglycerol lipase product	A30232364	PF	Y	SNOMEDCT_US	OP
C0023764	Product containing triacylglycerol lipase (medicinal product)	Lipase preparation	A28908944	PF	N	SNOMEDCT_US	OP
C0023764	Product containing triacylglycerol lipase (medicinal product)	Lipase preparation	A22897077	PF	Y	SNOMEDCT_US	OAP
C0023764	Product containing triacylglycerol lipase (medicinal product)	Lipase preparation (product)	A28877791	PF	Y	SNOMEDCT_US	OF
C0023764	Product containing triacylglycerol lipase (medicinal product)	Lipase preparation (substance)	A5004465	PF	N	SNOMEDCT_US	OF
C0023764	Product containing triacylglycerol lipase (medicinal product)	Lipase preparation (substance)	A22980122	PF	Y	SNOMEDCT_US	OAF
C0023764	Product containing triacylglycerol lipase (medicinal product)	Lipase (substance)	A23034921	PF	Y	SNOMEDCT_US	OAF
C0023764	Product containing triacylglycerol lipase (medicinal product)	Triacylglycerol lipase (substance)	A3763644	PF	Y	SNOMEDCT_US	FN
C0023779	Lipid (substance)	Lipid	A2873316	VO	Y	SNOMEDCT_US	PT
C0023779	Lipid (substance)	Lipid, NOS	A4785384	VO	N	SNOMEDCT_US	IS
C0023779	Lipid (substance)	Lipid (substance)	A3539830	PF	Y	SNOMEDCT_US	FN
C0025196	Melanin (substance)	Melanin	A2883851	VO	N	SNOMEDCT_US	PT
C0025196	Melanin (substance)	Melanin (substance)	A3557079	PF	Y	SNOMEDCT_US	FN
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue	A22945375	PF	N	SNOMEDCT_US	OAP
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue	A3881200	PF	N	SNOMEDCT_US	SY
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue	A4742828	PF	N	SNOMEDCT_US	IS
C0025746	Product containing methylene blue stain (medicinal product)	Methylthioninium chloride	A22810170	VC	N	SNOMEDCT_US	OAS
C0025746	Product containing methylene blue stain (medicinal product)	Methylthioninium chloride	A29514831	VC	N	SNOMEDCT_US	OP
C0025746	Product containing methylene blue stain (medicinal product)	Methylthioninium chloride	A5008468	VC	N	SNOMEDCT_US	IS
C0025746	Product containing methylene blue stain (medicinal product)	Methylthioninium chloride	A13021360	VC	Y	SNOMEDCT_US	PTGB
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue stain-containing product	A30235536	PF	Y	SNOMEDCT_US	PT
C0025746	Product containing methylene blue stain (medicinal product)	Product containing methylene blue stain	A30231462	VCW	Y	SNOMEDCT_US	IS
C0025746	Product containing methylene blue stain (medicinal product)	Product containing methylene blue stain (medicinal product)	A28437690	PF	Y	SNOMEDCT_US	FN
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue stain product	A30232450	PF	Y	SNOMEDCT_US	OP
C0025746	Product containing methylene blue stain (medicinal product)	Methylthioninium chloride product	A30232449	PF	Y	SNOMEDCT_US	OP
C0025746	Product containing methylene blue stain (medicinal product)	Methylthioninium chloride-containing product	A30205742	PF	Y	SNOMEDCT_US	SY
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue product	A29487675	PF	Y	SNOMEDCT_US	OP
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue product (product)	A28466460	PF	Y	SNOMEDCT_US	OF
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue product (substance)	A5008362	PF	Y	SNOMEDCT_US	OF
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue (substance)	A5008359	PF	N	SNOMEDCT_US	OF
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue (substance)	A22821995	PF	Y	SNOMEDCT_US	OAF
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue stain	A3902591	PF	Y	SNOMEDCT_US	PT
C0025746	Product containing methylene blue stain (medicinal product)	Methylene blue stain (substance)	A3902588	PF	Y	SNOMEDCT_US	FN
C0025746	Product containing methylene blue stain (medicinal product)	Methylthioninium chloride stain	A13007284	PF	Y	SNOMEDCT_US	SYGB
C0025746	Product containing methylene blue stain (medicinal product)	Methylthioninium choride	A13371635	PF	Y	SNOMEDCT_US	IS
C0025746	Product containing methylene blue stain (medicinal product)	Methylthioninium choride product	A13378943	PF	Y	SNOMEDCT_US	IS
C0026794	Lysozyme (substance)	Muramidase	A2884283	PF	N	SNOMEDCT_US	SY
C0026794	Lysozyme (substance)	Lysozyme	A22967004	PF	N	SNOMEDCT_US	OAP
C0026794	Lysozyme (substance)	Lysozyme	A2883667	PF	N	SNOMEDCT_US	PT
C0026794	Lysozyme (substance)	Lysozyme	A4713073	PF	N	SNOMEDCT_US	OF
C0026794	Lysozyme (substance)	Lysosyme	A11734541	VO	N	SNOMEDCT_US	IS
C0026794	Lysozyme (substance)	Lysozyme (substance)	A22942584	PF	N	SNOMEDCT_US	OAF
C0026794	Lysozyme (substance)	Lysozyme (substance)	A3546349	PF	Y	SNOMEDCT_US	FN
C0027021	Myeloperoxidase (substance)	Myeloperoxidase	A2884359	PF	N	SNOMEDCT_US	PT
C0027021	Myeloperoxidase (substance)	Mpx - Myeloperoxidase	A3046299	PF	Y	SNOMEDCT_US	SY
C0027021	Myeloperoxidase (substance)	Myeloperoxidase (substance)	A3572581	PF	Y	SNOMEDCT_US	FN
C0027078	Myoglobin (substance)	Myoglobin	A2884374	PF	N	SNOMEDCT_US	PT
C0027078	Myoglobin (substance)	Myoglobin (substance)	A3572781	PF	Y	SNOMEDCT_US	FN
C0027096	Myosin adenosine triphosphatase (substance)	Myosin ATPase	A2884386	PF	N	SNOMEDCT_US	PT
C0027096	Myosin adenosine triphosphatase (substance)	Myosin	A2884385	VO	N	SNOMEDCT_US	PT
C0027096	Myosin adenosine triphosphatase (substance)	Myosin adenosine triphosphatase (substance)	A23456950	PF	Y	SNOMEDCT_US	FN
C0027096	Myosin adenosine triphosphatase (substance)	Myosin ATPase (substance)	A23470010	PF	Y	SNOMEDCT_US	OF
C0027096	Myosin adenosine triphosphatase (substance)	Myosin (substance)	A3572872	PF	Y	SNOMEDCT_US	FN
C0027096	Myosin adenosine triphosphatase (substance)	Myosin adenosine triphosphatase	A23456588	VCW	Y	SNOMEDCT_US	SY
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis 1	A24086113	PF	N	SNOMEDCT_US	SY
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis 1	A24086409	PF	N	SNOMEDCT_US	OAP
C0027831	Neurofibromatosis type 1 (disorder)	Von Recklinghausen disease	A24088536	VC	N	SNOMEDCT_US	OAS
C0027831	Neurofibromatosis type 1 (disorder)	Von Recklinghausen disease	A24084146	VC	Y	SNOMEDCT_US	SY
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis type 1	A29529479	VC	Y	SNOMEDCT_US	PT
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis, type 1	A29554598	VC	N	SNOMEDCT_US	OP
C0027831	Neurofibromatosis type 1 (disorder)	[M]Von Recklinghausen's disease	A24087312	PF	N	SNOMEDCT_US	IS
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis 1 (disorder)	A24090192	PF	Y	SNOMEDCT_US	OAF
C0027831	Neurofibromatosis type 1 (disorder)	Neurofibromatosis (nonmalignant) type	A24084983	PF	Y	SNOMEDCT_US	OAS
C0027831	Neurofibromatosis type 1 (disorder)	Clinical von Reclinghausen's disease	A24082327	PF	N	SNOMEDCT_US	IS
C0027831	Neurofibromatosis type 1 (disorder)	Multiple non-ossifying fibromatosis	A30224214	PF	Y	SNOMEDCT_US	SY
C0027831	Neurofibromatosis type 1 (disorder)	NF1	A24082811	PF	N	SNOMEDCT_US	OAS
C0027831	Neurofibromatosis type 1 (disorder)	NF1	A29515000	PF	N	SNOMEDCT_US	IS
